[[0.15,3.35e-5,-4.521346e-3,0.19995852,45.80827,0.0,0.0,20.760792,0.8962,48.32923,0.0,-3.65e-6,0.0,0.0,0.0,-6.778692e-2,0.0,-0.99986345,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[45.80827,0.0,0.0,0.0,-3.65e-6,0.0,20.760792,0.8962,48.32923,0.15,3.35e-5,-4.521346e-3,6.21491e-3,-2.106885e-3,0.0,-0.99986345,39.25273,-96.93883,527.304,13.962264,0.0,-5.185681e-2,1.0]]
[[0.15396425,-3.0218384,0.774655,6.3358374e-2,46.037426,-0.18808009,7.494503e-2,6.3037844,1.5015996,16.855892,15.609214,4.284421,-11.097217,0.6129758,-5.749456e-2,-3.8694437,1.740333,-34.95202,0.0,-0.4605137],[39.25274,-96.93883,527.3065,207.34209,-742.8885,-1.3837231,0.0,0.0,0.0],[45.76702,0.0,0.0,-0.32654878,2.2959645,5.2309796e-2,20.724785,0.88859195,48.344826,0.15,1.39088e-4,-6.189303e-3,7.018376e-3,-4.9185496e-2,4.44975e-4,-1.0032313,39.25274,-96.93883,527.3065,13.949697,8.69e-5,-5.031414e-2,1.0]]
[[0.29077154,-5.0113707,-6.5220356,-9.136103e-2,4.2344933,-0.20027055,0.5525751,-46.41906,16.81356,11.082108,220.62769,-48.004696,182.42061,0.7699313,-0.47238982,10.450243,-7.453489,80.29232,0.0,2.0840623],[39.252743,-96.93883,527.30927,231.41458,-829.2154,-0.3843179,0.0,0.0,0.0],[45.664513,0.0,0.0,-0.61156034,5.982929,0.16509023,20.549938,0.8663012,48.419807,0.15,3.16831e-4,-7.482428e-3,7.345597e-3,-7.5851e-2,8.95076e-4,-1.0527188,39.252743,-96.93883,527.30927,13.918403,2.43832e-4,-6.270161e-2,1.0]]
[[-2.057242,3.2170668,-7.3692646,-1.2468908,772.7533,-3.590582,-0.71956706,-102.763214,-255.93462,-28.022675,157.7207,1021.20325,109.32522,3.5826552,-1.1595621,3.05319,0.9495056,1.2536827,0.0,21.739656],[39.25275,-96.93883,527.3133,234.20413,-839.2381,-0.5424786,0.0,0.0,0.0],[45.521782,0.0,0.0,-0.8433622,9.02646,0.28937596,20.22925,0.83100927,48.55528,0.15,5.59065e-4,-8.620069e-3,7.560365e-3,-8.981856e-2,1.322789e-3,-1.1189846,39.25275,-96.93883,527.3133,13.874646,3.1225e-4,-0.1044069,1.0]]
[[5.026109,-4.1907816,170.89055,6.04478,-1460.5278,6.4861226,-17.234627,1289.6945,558.44135,3891.7197,-4328.4795,-2169.2507,-4200.4063,-7.8224964,15.5786085,16654.148,1494.544,3234.0522,0.0,-17.413351],[39.252758,-96.93883,527.32025,234.4877,-840.36725,-0.593947,0.0,0.0,0.0],[45.34982,0.0,0.0,-1.0410948,11.081923,0.39770216,19.799303,0.7846063,48.73295,0.15,8.67162e-4,-9.603347e-3,7.673245e-3,-9.627838e-2,1.726069e-3,-1.1807656,39.252758,-96.93883,527.32025,13.821483,1.2495e-4,-0.17773618,1.0]]
[[-4.583849e15,2.1796917e15,6.1551614e21,5.9314857e22,-1.0594002e18,9.100872e15,-2.9196293e24,9.1441216e21,5.7327493e16,-8.5918914e21,2.2739553e14,7.654362e22,-2.194613e18,2.6691048e16,7.599496e23,9.910429,-2.5652207e-31,-4.6511274e-31,0.0,1.4709779e18],[39.25276,-96.93883,527.33154,234.44113,-840.47577,-0.67429113,0.0,0.0,0.0],[45.15439,0.0,0.0,-1.2151504,12.299769,0.4781981,19.298758,0.7287101,48.934193,0.15,1.249969e-3,-1.0435373e-2,7.693402e-3,-9.855883e-2,2.101408e-3,-1.2285647,39.25276,-96.93883,527.33154,13.760259,-4.74539e-4,-0.27755022,1.0]]
[[-2.7693794e12,1.7732483e12,3.662769e18,3.5296656e19,-6.1721076e14,2.4637704e14,-1.7373919e21,5.4414176e18,3.4144344e13,-5.1128005e18,-2.3338366e12,4.5549024e19,-1.3103904e15,-5.114708e13,4.5222533e20,1.4865645,-2.5589029e-31,-0.7516006,0.0,1.4489881e16],[39.25277,-96.93883,527.3483,234.34015,-840.5031,-0.7504527,0.0,0.0,0.0],[44.938637,0.0,0.0,-1.3691401,12.916159,0.52703285,18.757662,0.66476333,49.145054,0.15,1.716084e-3,-1.1120458e-2,7.628979e-3,-9.8645434e-2,2.444991e-3,-1.2608367,39.25277,-96.93883,527.3483,13.691564,-1.621936e-3,-0.39625156,1.0]]
[[-4.5205556e11,6.8491883e11,5.494159e17,5.2945036e18,-8.096014e13,2.4895144e14,-2.6060904e20,8.1621345e17,5.148328e12,-7.669209e17,-2.522407e12,6.8323603e18,-2.0046144e14,-6.6644416e13,6.7833864e19,1.4865645,-2.5652207e-31,-7.29297e-5,0.0,1.4151391e16],[39.252777,-96.93883,527.37134,234.24733,-840.5564,-0.812216,0.0,0.0,0.0],[44.70445,0.0,0.0,-1.505716,13.12193,0.5444152,18.197153,0.59408414,49.356247,0.15,2.270873e-3,-1.1663826e-2,7.487543e-3,-9.763308e-2,2.753367e-3,-1.2794507,39.252777,-96.93883,527.37134,13.61574,-3.428885e-3,-0.5265061,1.0]]
[[-4.5309113e11,6.967565e11,5.4941586e17,5.2945036e18,-8.0631745e13,2.5494173e14,-2.6060903e20,8.162134e17,5.1490807e12,-7.6692084e17,-2.5837898e12,6.83236e18,-2.005717e14,-6.831078e13,6.783386e19,1.4865645,-2.5652207e-31,-6.956217e-5,0.0,1.4489848e16],[39.25278,-96.93883,527.40106,234.18753,-840.6189,-0.85681295,0.0,0.0,0.0],[44.45313,0.0,0.0,-1.6260452,13.050618,0.53265136,17.631718,0.5178814,49.56191,0.15,2.917183e-3,-1.2071396e-2,7.276285e-3,-9.608808e-2,3.023906e-3,-1.2873374,39.25278,-96.93883,527.40106,13.533119,-5.983835e-3,-0.66224957,1.0]]
[[-4.5309113e11,6.967566e11,5.4941586e17,5.2945036e18,-8.063174e13,2.5494178e14,-2.6060903e20,8.162134e17,5.1490807e12,-7.6692084e17,-2.5837904e12,6.83236e18,-2.005717e14,-6.8310796e13,6.783386e19,1.4865645,-2.5652207e-31,-7.292938e-5,0.0,1.4489851e16],[39.25279,-96.93883,527.43756,234.16052,-840.6564,-0.891657,0.0,0.0,0.0],[44.18572,0.0,0.0,-1.7283763,12.787378,0.4951314,17.071468,0.43726003,49.75844,0.15,3.656371e-3,-1.2349609e-2,7.002082e-3,-9.4289415e-2,3.25503e-3,-1.2871059,39.25279,-96.93883,527.43756,13.444093,-9.354385e-3,-0.79883057,1.0]]
[[-4.5309113e11,6.967565e11,5.4941586e17,5.2945036e18,-8.0631745e13,2.5494173e14,-2.6060903e20,8.162134e17,5.1490807e12,-7.6692084e17,-2.5837898e12,6.83236e18,-2.005717e14,-6.831078e13,6.783386e19,1.4865645,-2.5652207e-31,-7.2929404e-5,0.0,1.4489848e16],[39.252792,-96.93883,527.4809,234.13686,-840.65186,-0.92909956,0.0,0.0,0.0],[43.90317,0.0,0.0,-1.8144181,12.3837595,0.43538287,16.523668,0.3532467,49.943687,0.15,4.488545e-3,-1.2505319e-2,6.671573e-3,-9.236983e-2,3.446107e-3,-1.28095,39.252792,-96.93883,527.4809,13.349128,-1.3589674e-2,-0.9328152,1.0]]
[[-4.5309113e11,6.967565e11,5.4941586e17,5.2945036e18,-8.0631745e13,2.5494173e14,-2.6060903e20,8.162134e17,5.1490807e12,-7.6692084e17,-2.5837898e12,6.83236e18,-2.005717e14,-6.831078e13,6.783386e19,1.4865645,-2.5652207e-31,-7.292938e-5,0.0,1.4489848e16],[39.2528,-96.93883,527.53076,234.09587,-840.614,-0.9797287,0.0,0.0,0.0],[43.60642,0.0,0.0,-1.8842216,11.8696375,0.35696486,15.993978,0.26678315,50.116364,0.15,5.412327e-3,-1.2545661e-2,6.291126e-3,-9.039361e-2,3.59748e-3,-1.2704213,39.2528,-96.93883,527.53076,13.248752,-1.8722083e-2,-1.0616925,1.0]]
[[-4.5309113e11,6.967565e11,5.4941586e17,5.2945036e18,-8.0631745e13,2.5494173e14,-2.6060903e20,8.162134e17,5.1490807e12,-7.6692084e17,-2.5837898e12,6.83236e18,-2.005717e14,-6.831078e13,6.783386e19,1.4865645,-2.5652207e-31,-7.292938e-5,0.0,1.4489848e16],[39.252804,-96.93883,527.587,234.02481,-840.5655,-1.047621,0.0,0.0,0.0],[43.296436,0.0,0.0,-1.9380647,11.261611,0.26317275,15.487121,0.17873862,50.275696,0.15,6.424592e-3,-1.2477969e-2,5.866852e-3,-8.839363e-2,3.710287e-3,-1.2565765,39.252804,-96.93883,527.587,13.143545,-2.4768429e-2,-1.1836087,1.0]]
[[-4.5309113e11,6.967565e11,5.4941586e17,5.2945036e18,-8.0631745e13,2.5494173e14,-2.6060903e20,8.162134e17,5.1490807e12,-7.6692084e17,-2.5837898e12,6.83236e18,-2.005717e14,-6.831078e13,6.783386e19,1.4865645,-2.5652207e-31,-7.292938e-5,0.0,1.4489848e16],[39.25281,-96.93883,527.649,233.93523,-840.5272,-1.1294527,0.0,0.0,0.0],[42.974247,0.0,0.0,-1.9760203,10.571064,0.1569646,15.007245,8.991547e-2,50.421253,0.15,7.520352e-3,-1.2309701e-2,5.404616e-3,-8.638791e-2,3.786319e-3,-1.2401571,39.25281,-96.93883,527.649,13.034123,-3.173083e-2,-1.2971624,1.0]]
[[-4.5309113e11,6.967565e11,5.4941586e17,5.2945036e18,-8.0631745e13,2.5494173e14,-2.6060903e20,8.162134e17,5.1490807e12,-7.6692084e17,-2.5837898e12,6.83236e18,-2.005717e14,-6.831078e13,6.783386e19,1.4865645,-2.5652207e-31,-7.292938e-5,0.0,1.4489848e16],[39.25282,-96.93883,527.7165,233.83995,-840.50916,-1.2169954,0.0,0.0,0.0],[42.64093,0.0,0.0,-1.9982955,9.804577,4.0911335e-2,14.558144,1.056383e-3,50.55283,0.15,8.692733e-3,-1.2048396e-2,4.910047e-3,-8.438798e-2,3.827853e-3,-1.221665,39.25282,-96.93883,527.7165,12.921134,-3.9597724e-2,-1.4012743,1.0]]
[[-4.5309113e11,6.967565e11,5.4941586e17,5.2945036e18,-8.0631745e13,2.5494173e14,-2.6060903e20,8.162134e17,5.1490807e12,-7.6692084e17,-2.5837898e12,6.83236e18,-2.005717e14,-6.831078e13,6.783386e19,1.4865645,-2.5652207e-31,-7.292938e-5,0.0,1.4489848e16],[39.252823,-96.93883,527.78894,233.74843,-840.5105,-1.3009311,0.0,0.0,0.0],[42.297634,0.0,0.0,-2.0072172,8.968518,-8.289588e-2,14.143343,-8.714368e-2,50.670372,0.15023664,9.932998e-3,-1.170164e-2,4.388572e-3,-8.24017e-2,3.837476e-3,-1.2014732,39.252823,-96.93883,527.78894,12.8052435,-4.834485e-2,-1.495091,1.0]]
[[-4.5309113e11,6.967565e11,5.4941586e17,5.2945036e18,-8.0631745e13,2.5494173e14,-2.6060903e20,8.162134e17,5.1490807e12,-7.6692084e17,-2.5837898e12,6.83236e18,-2.005717e14,-6.831078e13,6.783386e19,1.4865645,-2.5652207e-31,-7.292938e-5,0.0,1.4489848e16],[39.25283,-96.93883,527.86584,233.6699,-840.5247,-1.3739963,0.0,0.0,0.0],[41.945606,0.0,0.0,-2.0019104,8.0681715,-0.21253452,13.766105,-0.17404923,50.773933,0.17559409,1.1230629e-2,-1.127701e-2,3.84538e-3,-8.040587e-2,3.818062e-3,-1.1798742,39.25283,-96.93883,527.86584,12.6871395,-5.7936627e-2,-1.5779394,1.0]]
